ID,Дата проведения матча,Команда Силы Света,Команда Силы Тьмы,Победитель,Победившая сторона
26523,2023-07-12,Heroic,Azure Ray,Heroic,Силы света
26524,2023-08-02,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
26525,2021-04-01,Team Liquid,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26526,2021-06-11,Xtreme Gaming,Azure Ray,Xtreme Gaming,Силы света
26527,2021-07-20,Heroic,BetBoom Team,Heroic,Силы света
26528,2021-09-11,Team Spirit,Shopify Rebellion,Team Spirit,Силы света
26529,2021-06-05,Parivision,Azure Ray,Parivision,Силы света
26530,2022-05-12,Azure Ray,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26531,2023-11-02,Xtreme Gaming,Parivision,Xtreme Gaming,Силы света
26532,2022-12-18,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
26533,2020-06-24,Azure Ray,Team Liquid,Azure Ray,Силы света
26534,2022-04-25,Azure Ray,BetBoom Team,BetBoom Team,Силы тьмы
26535,2023-08-13,Parivision,Azure Ray,Parivision,Силы света
26536,2023-01-17,Tundra Esports,Parivision,Tundra Esports,Силы света
26537,2022-01-20,Azure Ray,BetBoom Team,Azure Ray,Силы света
26538,2023-04-07,Heroic,Team Spirit,Heroic,Силы света
26539,2023-08-06,BetBoom Team,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26540,2022-07-04,Heroic,Xtreme Gaming,Heroic,Силы света
26541,2021-10-31,Tundra Esports,Team Spirit,Tundra Esports,Силы света
26542,2022-07-05,Team Liquid,Parivision,Team Liquid,Силы света
26543,2021-03-05,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
26544,2022-06-16,Heroic,Xtreme Gaming,Heroic,Силы света
26545,2020-10-27,Team Spirit,Azure Ray,Azure Ray,Силы тьмы
26546,2022-08-08,Gaimin Gladiators,Team Liquid,Gaimin Gladiators,Силы света
26547,2021-10-31,Team Liquid,Team Spirit,Team Liquid,Силы света
26548,2022-10-06,Azure Ray,Tundra Esports,Tundra Esports,Силы тьмы
26549,2021-02-17,BetBoom Team,Team Liquid,BetBoom Team,Силы света
26550,2020-03-12,BetBoom Team,Team Spirit,BetBoom Team,Силы света
26551,2020-05-20,Azure Ray,BetBoom Team,Azure Ray,Силы света
26552,2020-11-21,Gaimin Gladiators,Shopify Rebellion,Gaimin Gladiators,Силы света
26553,2020-05-03,Xtreme Gaming,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26554,2021-01-12,Team Spirit,Team Liquid,Team Spirit,Силы света
26555,2021-10-11,Team Liquid,Parivision,Team Liquid,Силы света
26556,2020-03-07,Azure Ray,Team Spirit,Team Spirit,Силы тьмы
26557,2020-12-15,Xtreme Gaming,Team Liquid,Xtreme Gaming,Силы света
26558,2020-10-20,Tundra Esports,Parivision,Parivision,Силы тьмы
26559,2022-12-17,BetBoom Team,Parivision,BetBoom Team,Силы света
26560,2021-02-01,Team Liquid,Shopify Rebellion,Team Liquid,Силы света
26561,2021-03-27,Team Liquid,BetBoom Team,BetBoom Team,Силы тьмы
26562,2023-10-13,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
26563,2023-06-13,Gaimin Gladiators,Heroic,Heroic,Силы тьмы
26564,2021-03-22,Gaimin Gladiators,Heroic,Gaimin Gladiators,Силы света
26565,2022-12-06,BetBoom Team,Azure Ray,Azure Ray,Силы тьмы
26566,2023-12-05,Xtreme Gaming,Shopify Rebellion,Xtreme Gaming,Силы света
26567,2020-05-03,Heroic,BetBoom Team,Heroic,Силы света
26568,2022-05-19,BetBoom Team,Gaimin Gladiators,BetBoom Team,Силы света
26569,2023-12-11,Shopify Rebellion,Tundra Esports,Shopify Rebellion,Силы света
26570,2021-06-04,Azure Ray,Tundra Esports,Azure Ray,Силы света
26571,2023-09-15,Heroic,Xtreme Gaming,Heroic,Силы света
26572,2021-07-15,Shopify Rebellion,Xtreme Gaming,Shopify Rebellion,Силы света
26573,2023-11-07,Team Spirit,BetBoom Team,BetBoom Team,Силы тьмы
26574,2023-02-09,Gaimin Gladiators,BetBoom Team,Gaimin Gladiators,Силы света
26575,2022-08-22,Team Spirit,Azure Ray,Azure Ray,Силы тьмы
26576,2022-10-19,Parivision,Shopify Rebellion,Parivision,Силы света
26577,2022-10-29,Gaimin Gladiators,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26578,2023-11-21,BetBoom Team,Team Spirit,Team Spirit,Силы тьмы
26579,2023-03-19,Parivision,BetBoom Team,BetBoom Team,Силы тьмы
26580,2020-04-23,Gaimin Gladiators,Tundra Esports,Gaimin Gladiators,Силы света
26581,2023-07-19,Tundra Esports,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26582,2021-01-11,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
26583,2021-04-17,Parivision,Azure Ray,Parivision,Силы света
26584,2021-09-04,Azure Ray,BetBoom Team,Azure Ray,Силы света
26585,2022-10-03,BetBoom Team,Azure Ray,BetBoom Team,Силы света
26586,2020-07-05,Tundra Esports,Azure Ray,Azure Ray,Силы тьмы
26587,2022-03-18,Team Spirit,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26588,2023-05-11,Heroic,Gaimin Gladiators,Heroic,Силы света
26589,2020-04-04,Tundra Esports,Team Spirit,Team Spirit,Силы тьмы
26590,2022-07-01,Heroic,Shopify Rebellion,Heroic,Силы света
26591,2023-01-19,Xtreme Gaming,Shopify Rebellion,Xtreme Gaming,Силы света
26592,2020-05-11,Shopify Rebellion,Parivision,Parivision,Силы тьмы
26593,2022-02-01,Shopify Rebellion,Team Spirit,Team Spirit,Силы тьмы
26594,2023-05-31,Gaimin Gladiators,Azure Ray,Gaimin Gladiators,Силы света
26595,2021-03-31,Gaimin Gladiators,Azure Ray,Gaimin Gladiators,Силы света
26596,2021-02-09,Team Spirit,Gaimin Gladiators,Team Spirit,Силы света
26597,2020-06-07,Tundra Esports,Gaimin Gladiators,Tundra Esports,Силы света
26598,2020-12-20,Team Spirit,Team Liquid,Team Spirit,Силы света
26599,2021-07-16,Xtreme Gaming,BetBoom Team,BetBoom Team,Силы тьмы
26600,2020-08-08,BetBoom Team,Parivision,BetBoom Team,Силы света
26601,2021-09-23,Team Spirit,Parivision,Team Spirit,Силы света
26602,2022-11-21,Tundra Esports,Heroic,Heroic,Силы тьмы
26603,2022-04-06,Parivision,Tundra Esports,Parivision,Силы света
26604,2020-11-10,BetBoom Team,Heroic,Heroic,Силы тьмы
26605,2023-01-29,Gaimin Gladiators,Tundra Esports,Tundra Esports,Силы тьмы
26606,2021-06-12,Tundra Esports,Parivision,Tundra Esports,Силы света
26607,2020-11-30,Team Spirit,Gaimin Gladiators,Team Spirit,Силы света
26608,2023-03-25,BetBoom Team,Heroic,BetBoom Team,Силы света
26609,2022-11-11,Parivision,Tundra Esports,Parivision,Силы света
26610,2023-06-11,Heroic,Team Spirit,Heroic,Силы света
26611,2023-09-28,Gaimin Gladiators,Shopify Rebellion,Gaimin Gladiators,Силы света
26612,2020-05-31,Team Spirit,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26613,2022-12-28,Tundra Esports,Team Liquid,Tundra Esports,Силы света
26614,2021-05-03,Gaimin Gladiators,Parivision,Gaimin Gladiators,Силы света
26615,2023-11-02,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26616,2022-07-30,Team Liquid,Gaimin Gladiators,Team Liquid,Силы света
26617,2020-03-08,Tundra Esports,Azure Ray,Azure Ray,Силы тьмы
26618,2021-03-17,BetBoom Team,Team Liquid,Team Liquid,Силы тьмы
26619,2023-10-18,Team Liquid,Shopify Rebellion,Team Liquid,Силы света
26620,2021-07-20,Team Spirit,Tundra Esports,Team Spirit,Силы света
26621,2021-09-19,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
26622,2021-10-21,BetBoom Team,Parivision,Parivision,Силы тьмы
26623,2022-06-16,Gaimin Gladiators,Tundra Esports,Gaimin Gladiators,Силы света
26624,2022-10-21,Heroic,Xtreme Gaming,Heroic,Силы света
26625,2023-04-04,Team Spirit,Heroic,Heroic,Силы тьмы
26626,2021-08-28,Team Liquid,Gaimin Gladiators,Team Liquid,Силы света
26627,2023-03-24,Xtreme Gaming,Team Liquid,Xtreme Gaming,Силы света
26628,2022-05-13,BetBoom Team,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26629,2021-01-09,Heroic,Tundra Esports,Heroic,Силы света
26630,2022-08-31,Azure Ray,Tundra Esports,Azure Ray,Силы света
26631,2023-02-14,Shopify Rebellion,Tundra Esports,Shopify Rebellion,Силы света
26632,2021-12-04,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
26633,2022-01-31,Tundra Esports,Team Spirit,Team Spirit,Силы тьмы
26634,2020-01-09,Shopify Rebellion,Heroic,Heroic,Силы тьмы
26635,2023-02-07,Gaimin Gladiators,Team Liquid,Gaimin Gladiators,Силы света
26636,2022-10-18,Gaimin Gladiators,Team Liquid,Gaimin Gladiators,Силы света
26637,2021-04-05,Team Spirit,Parivision,Team Spirit,Силы света
26638,2022-05-25,Azure Ray,Heroic,Azure Ray,Силы света
26639,2022-07-25,Tundra Esports,Xtreme Gaming,Tundra Esports,Силы света
26640,2021-09-03,BetBoom Team,Xtreme Gaming,BetBoom Team,Силы света
26641,2020-06-20,Parivision,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26642,2020-07-25,Xtreme Gaming,Team Spirit,Team Spirit,Силы тьмы
26643,2021-06-19,BetBoom Team,Azure Ray,Azure Ray,Силы тьмы
26644,2021-01-01,Tundra Esports,Parivision,Tundra Esports,Силы света
26645,2021-02-09,Tundra Esports,Parivision,Tundra Esports,Силы света
26646,2022-02-16,Team Spirit,Parivision,Team Spirit,Силы света
26647,2021-05-10,Azure Ray,BetBoom Team,BetBoom Team,Силы тьмы
26648,2020-07-31,BetBoom Team,Tundra Esports,BetBoom Team,Силы света
26649,2020-02-26,Shopify Rebellion,Gaimin Gladiators,Shopify Rebellion,Силы света
26650,2023-04-24,Parivision,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26651,2020-02-25,Azure Ray,Xtreme Gaming,Azure Ray,Силы света
26652,2021-06-11,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
26653,2021-04-09,Gaimin Gladiators,Team Spirit,Gaimin Gladiators,Силы света
26654,2023-09-27,Parivision,Team Spirit,Parivision,Силы света
26655,2020-03-24,Xtreme Gaming,BetBoom Team,Xtreme Gaming,Силы света
26656,2022-11-22,Gaimin Gladiators,Shopify Rebellion,Gaimin Gladiators,Силы света
26657,2023-12-09,Gaimin Gladiators,Heroic,Gaimin Gladiators,Силы света
26658,2020-07-02,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26659,2023-05-29,Heroic,Team Spirit,Heroic,Силы света
26660,2022-06-11,Xtreme Gaming,Team Spirit,Team Spirit,Силы тьмы
26661,2022-02-17,Xtreme Gaming,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26662,2020-05-27,Heroic,Azure Ray,Azure Ray,Силы тьмы
26663,2022-09-03,Team Liquid,Heroic,Team Liquid,Силы света
26664,2020-10-26,Azure Ray,Xtreme Gaming,Azure Ray,Силы света
26665,2020-12-27,Parivision,Team Spirit,Parivision,Силы света
26666,2023-03-11,Team Liquid,Parivision,Parivision,Силы тьмы
26667,2023-05-22,Parivision,Team Spirit,Parivision,Силы света
26668,2020-04-28,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26669,2020-12-15,Team Liquid,Azure Ray,Azure Ray,Силы тьмы
26670,2020-01-15,BetBoom Team,Heroic,Heroic,Силы тьмы
26671,2023-11-29,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26672,2023-10-10,BetBoom Team,Shopify Rebellion,BetBoom Team,Силы света
26673,2021-12-30,Tundra Esports,Parivision,Parivision,Силы тьмы
26674,2023-08-27,BetBoom Team,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26675,2021-12-01,Azure Ray,Tundra Esports,Azure Ray,Силы света
26676,2020-05-03,Gaimin Gladiators,Team Spirit,Gaimin Gladiators,Силы света
26677,2022-12-10,Team Spirit,Tundra Esports,Tundra Esports,Силы тьмы
26678,2023-09-19,Tundra Esports,Team Spirit,Tundra Esports,Силы света
26679,2021-10-08,Tundra Esports,Xtreme Gaming,Tundra Esports,Силы света
26680,2022-03-18,Team Spirit,Team Liquid,Team Spirit,Силы света
26681,2020-02-09,Team Spirit,Shopify Rebellion,Team Spirit,Силы света
26682,2021-05-17,Tundra Esports,Xtreme Gaming,Tundra Esports,Силы света
26683,2022-05-07,Team Liquid,Team Spirit,Team Liquid,Силы света
26684,2021-01-20,Heroic,Azure Ray,Heroic,Силы света
26685,2021-02-16,Xtreme Gaming,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26686,2021-06-03,Team Liquid,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26687,2020-11-12,Team Liquid,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26688,2023-04-18,Gaimin Gladiators,BetBoom Team,Gaimin Gladiators,Силы света
26689,2023-07-20,BetBoom Team,Shopify Rebellion,BetBoom Team,Силы света
26690,2023-09-29,Shopify Rebellion,Team Spirit,Shopify Rebellion,Силы света
26691,2022-07-09,Team Liquid,Parivision,Team Liquid,Силы света
26692,2020-04-27,Parivision,Heroic,Parivision,Силы света
26693,2020-04-10,Team Liquid,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26694,2021-11-23,Tundra Esports,Team Spirit,Team Spirit,Силы тьмы
26695,2020-01-27,Parivision,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26696,2022-03-30,Heroic,Azure Ray,Heroic,Силы света
26697,2020-07-03,Parivision,Xtreme Gaming,Xtreme Gaming,Силы тьмы
26698,2020-11-19,Heroic,Xtreme Gaming,Heroic,Силы света
26699,2023-05-20,Tundra Esports,Team Liquid,Team Liquid,Силы тьмы
26700,2021-05-23,Heroic,Shopify Rebellion,Heroic,Силы света
26701,2021-02-23,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26702,2023-11-10,BetBoom Team,Gaimin Gladiators,BetBoom Team,Силы света
26703,2023-01-10,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26704,2021-05-19,Xtreme Gaming,Azure Ray,Azure Ray,Силы тьмы
26705,2023-01-02,Heroic,Parivision,Parivision,Силы тьмы
26706,2023-11-27,Team Liquid,Tundra Esports,Tundra Esports,Силы тьмы
26707,2020-01-22,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26708,2022-07-08,Tundra Esports,Parivision,Parivision,Силы тьмы
26709,2020-06-17,Tundra Esports,Parivision,Tundra Esports,Силы света
26710,2021-06-23,BetBoom Team,Tundra Esports,Tundra Esports,Силы тьмы
26711,2020-05-30,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
26712,2020-01-17,Azure Ray,Team Spirit,Team Spirit,Силы тьмы
26713,2020-08-30,Xtreme Gaming,Parivision,Parivision,Силы тьмы
26714,2021-01-31,Team Liquid,Tundra Esports,Tundra Esports,Силы тьмы
26715,2023-02-07,Azure Ray,Team Spirit,Team Spirit,Силы тьмы
26716,2020-09-24,BetBoom Team,Shopify Rebellion,BetBoom Team,Силы света
26717,2020-01-12,Gaimin Gladiators,BetBoom Team,BetBoom Team,Силы тьмы
26718,2023-05-05,Shopify Rebellion,Tundra Esports,Shopify Rebellion,Силы света
26719,2023-07-04,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26720,2021-12-24,Heroic,Tundra Esports,Tundra Esports,Силы тьмы
26721,2020-03-20,Team Spirit,Heroic,Team Spirit,Силы света
26722,2021-04-22,Azure Ray,BetBoom Team,BetBoom Team,Силы тьмы
26723,2023-11-09,Xtreme Gaming,Heroic,Heroic,Силы тьмы
26724,2021-03-01,Shopify Rebellion,Xtreme Gaming,Shopify Rebellion,Силы света
26725,2022-01-25,Xtreme Gaming,BetBoom Team,Xtreme Gaming,Силы света
26726,2023-10-31,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
26727,2022-08-06,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
26728,2021-03-02,Gaimin Gladiators,Tundra Esports,Tundra Esports,Силы тьмы
26729,2023-11-13,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26730,2023-11-01,BetBoom Team,Tundra Esports,BetBoom Team,Силы света
26731,2021-01-19,Tundra Esports,Gaimin Gladiators,Tundra Esports,Силы света
26732,2022-04-12,Team Liquid,Tundra Esports,Tundra Esports,Силы тьмы
26733,2023-05-08,Parivision,Team Liquid,Parivision,Силы света
26734,2020-11-08,Team Liquid,Gaimin Gladiators,Team Liquid,Силы света
26735,2022-04-29,Team Liquid,Xtreme Gaming,Team Liquid,Силы света
26736,2023-07-21,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26737,2022-07-27,Tundra Esports,Parivision,Tundra Esports,Силы света
26738,2020-05-23,Parivision,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26739,2021-12-24,Tundra Esports,Team Liquid,Team Liquid,Силы тьмы
26740,2020-05-04,Heroic,Xtreme Gaming,Heroic,Силы света
26741,2021-02-23,Heroic,Azure Ray,Azure Ray,Силы тьмы
26742,2023-06-18,Team Spirit,Heroic,Team Spirit,Силы света
26743,2022-07-11,BetBoom Team,Tundra Esports,BetBoom Team,Силы света
26744,2020-05-20,Shopify Rebellion,Azure Ray,Shopify Rebellion,Силы света
26745,2020-09-15,Team Spirit,Xtreme Gaming,Team Spirit,Силы света
26746,2020-12-05,Heroic,Team Liquid,Team Liquid,Силы тьмы
26747,2020-05-04,Heroic,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
26748,2023-12-08,Team Spirit,Azure Ray,Azure Ray,Силы тьмы
26749,2023-05-08,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26750,2022-10-07,Parivision,Azure Ray,Azure Ray,Силы тьмы
26751,2021-05-15,Parivision,Gaimin Gladiators,Parivision,Силы света
26752,2020-07-14,Team Liquid,BetBoom Team,BetBoom Team,Силы тьмы
26753,2023-12-01,Azure Ray,Tundra Esports,Tundra Esports,Силы тьмы
26754,2020-05-09,Gaimin Gladiators,Team Liquid,Gaimin Gladiators,Силы света
26755,2021-12-15,Team Liquid,BetBoom Team,Team Liquid,Силы света
26756,2023-04-23,BetBoom Team,Azure Ray,Azure Ray,Силы тьмы
26757,2022-12-16,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26758,2022-09-26,Team Spirit,Tundra Esports,Team Spirit,Силы света
26759,2020-04-01,Azure Ray,Tundra Esports,Azure Ray,Силы света
26760,2022-10-06,Shopify Rebellion,Gaimin Gladiators,Shopify Rebellion,Силы света
26761,2022-04-25,Heroic,Shopify Rebellion,Shopify Rebellion,Силы тьмы
26762,2023-10-02,Azure Ray,Xtreme Gaming,Azure Ray,Силы света
26763,2022-08-31,Shopify Rebellion,Team Spirit,Shopify Rebellion,Силы света
26764,2021-11-20,Team Liquid,Azure Ray,Team Liquid,Силы света
